Data;Estado;Cidade;Tipo_de_lugar;Confirmado;Mortes;É_último;População_estimada;Cidade_ibge_code;Confirmado_por_100k_habitantes;Índice de mortalidade
11/12/2020;AL;Penedo;city;1670;23;False;63846;2706703;261.566.895;0.0138
10/12/2020;AL;Penedo;city;1659;23;False;63846;2706703;2598.44;0.0139
09/12/2020;AL;Penedo;city;1656;23;False;63846;2706703;259.374.119;0.0139
08/12/2020;AL;Penedo;city;1656;23;False;63846;2706703;259.374.119;0.0139
07/12/2020;AL;Penedo;city;1656;23;False;63846;2706703;259.374.119;0.0139
06/12/2020;AL;Penedo;city;1653;23;False;63846;2706703;258.904.238;0.0139
05/12/2020;AL;Penedo;city;1648;23;False;63846;2706703;258.121.104;0.014
04/12/2020;AL;Penedo;city;1647;23;False;63846;2706703;257.964.477;0.014
03/12/2020;AL;Penedo;city;1640;23;False;63846;2706703;256.868.089;0.014
02/12/2020;AL;Penedo;city;1637;23;False;63846;2706703;256.398.208;0.0141
01/12/2020;AL;Penedo;city;1637;23;False;63846;2706703;256.398.208;0.0141
30/11/2020;AL;Penedo;city;1637;23;False;63846;2706703;256.398.208;0.0141
29/11/2020;AL;Penedo;city;1637;23;False;63846;2706703;256.398.208;0.0141
28/11/2020;AL;Penedo;city;1619;23;False;63846;2706703;253.578.924;0.0142
27/11/2020;AL;Penedo;city;1618;23;False;63846;2706703;253.422.297;0.0142
26/11/2020;AL;Penedo;city;1618;23;False;63846;2706703;253.422.297;0.0142
25/11/2020;AL;Penedo;city;1617;22;False;63846;2706703;253.265.671;0.0136
24/11/2020;AL;Penedo;city;1616;22;False;63846;2706703;253.109.044;0.0136
23/11/2020;AL;Penedo;city;1612;22;False;63846;2706703;252.482.536;0.0136
22/11/2020;AL;Penedo;city;1604;22;False;63846;2706703;251.229.521;0.0137
21/11/2020;AL;Penedo;city;1601;22;False;63846;2706703;25.075.964;0.0137
20/11/2020;AL;Penedo;city;1601;22;False;63846;2706703;25.075.964;0.0137
19/11/2020;AL;Penedo;city;1601;21;False;63846;2706703;25.075.964;0.0131
18/11/2020;AL;Penedo;city;1599;21;False;63846;2706703;250.446.387;0.0131
17/11/2020;AL;Penedo;city;1597;21;False;63846;2706703;250.133.133;0.0131
16/11/2020;AL;Penedo;city;1593;21;False;63846;2706703;249.506.625;0.0132
15/11/2020;AL;Penedo;city;1593;21;False;63846;2706703;249.506.625;0.0132
14/11/2020;AL;Penedo;city;1593;21;False;63846;2706703;249.506.625;0.0132
13/11/2020;AL;Penedo;city;1593;21;False;63846;2706703;249.506.625;0.0132
12/11/2020;AL;Penedo;city;1591;21;False;63846;2706703;249.193.372;0.0132
11/11/2020;AL;Penedo;city;1590;21;False;63846;2706703;249.036.745;0.0132
10/11/2020;AL;Penedo;city;1587;21;False;63846;2706703;248.566.864;0.0132
09/11/2020;AL;Penedo;city;1586;21;False;63846;2706703;248.410.237;0.0132
08/11/2020;AL;Penedo;city;1573;20;False;63846;2706703;246.374.088;0.0127
07/11/2020;AL;Penedo;city;1572;20;False;63846;2706703;246.217.461;0.0127
06/11/2020;AL;Penedo;city;1571;20;False;63846;2706703;246.060.834;0.0127
05/11/2020;AL;Penedo;city;1571;20;False;63846;2706703;246.060.834;0.0127
04/11/2020;AL;Penedo;city;1567;19;False;63846;2706703;245.434.326;0.0121
03/11/2020;AL;Penedo;city;1557;18;False;63846;2706703;243.868.058;0.0116
02/11/2020;AL;Penedo;city;1552;18;False;63846;2706703;243.084.923;0.0116
01/11/2020;AL;Penedo;city;1550;18;False;63846;2706703;242.771.669;0.0116
31/10/2020;AL;Penedo;city;1550;18;False;63846;2706703;242.771.669;0.0116
30/10/2020;AL;Penedo;city;1550;18;False;63846;2706703;242.771.669;0.0116
29/10/2020;AL;Penedo;city;1549;18;False;63846;2706703;242.615.042;0.0116
28/10/2020;AL;Penedo;city;1547;18;False;63846;2706703;242.301.789;0.0116
27/10/2020;AL;Penedo;city;1546;18;False;63846;2706703;242.145.162;0.0116
26/10/2020;AL;Penedo;city;1546;17;False;63846;2706703;242.145.162;0.011
25/10/2020;AL;Penedo;city;1536;17;False;63846;2706703;240.578.893;0.0111
24/10/2020;AL;Penedo;city;1536;17;False;63846;2706703;240.578.893;0.0111
23/10/2020;AL;Penedo;city;1535;17;False;63846;2706703;240.422.266;0.0111
22/10/2020;AL;Penedo;city;1530;17;False;63846;2706703;239.639.132;0.0111
21/10/2020;AL;Penedo;city;1526;17;False;63846;2706703;239.012.624;0.0111
20/10/2020;AL;Penedo;city;1525;17;False;63846;2706703;238.855.997;0.0111
19/10/2020;AL;Penedo;city;1521;17;False;63846;2706703;23.822.949;0.0112
18/10/2020;AL;Penedo;city;1521;17;False;63846;2706703;23.822.949;0.0112
17/10/2020;AL;Penedo;city;1506;17;False;63846;2706703;235.880.086;0.0113
16/10/2020;AL;Penedo;city;1506;17;False;63846;2706703;235.880.086;0.0113
15/10/2020;AL;Penedo;city;1500;17;False;63846;2706703;234.940.325;0.0113
14/10/2020;AL;Penedo;city;1499;16;False;63846;2706703;234.783.698;0.0107
13/10/2020;AL;Penedo;city;1494;16;False;63846;2706703;234.000.564;0.0107
12/10/2020;AL;Penedo;city;1490;16;False;63846;2706703;233.374.056;0.0107
11/10/2020;AL;Penedo;city;1483;16;False;63846;2706703;232.277.668;0.0108
10/10/2020;AL;Penedo;city;1482;16;False;63846;2706703;232.121.041;0.0108
09/10/2020;AL;Penedo;city;1481;16;False;63846;2706703;231.964.414;0.0108
08/10/2020;AL;Penedo;city;1480;16;False;63846;2706703;231.807.787;0.0108
07/10/2020;AL;Penedo;city;1480;15;False;63846;2706703;231.807.787;0.0101
06/10/2020;AL;Penedo;city;1470;15;False;63846;2706703;230.241.519;0.0102
05/10/2020;AL;Penedo;city;1464;15;False;63846;2706703;229.301.757;0.0102
04/10/2020;AL;Penedo;city;1461;15;False;63846;2706703;228.831.877;0.0103
03/10/2020;AL;Penedo;city;1450;15;False;63846;2706703;227.108.981;0.0103
02/10/2020;AL;Penedo;city;1440;15;False;63846;2706703;225.542.712;0.0104
01/10/2020;AL;Penedo;city;1434;15;False;63846;2706703;224.602.951;0.0105
30/09/2020;AL;Penedo;city;1431;15;False;63846;2706703;22.413.307;0.0105
29/09/2020;AL;Penedo;city;1427;15;False;63846;2706703;223.506.563;0.0105
28/09/2020;AL;Penedo;city;1425;14;False;63846;2706703;223.193.309;0.0098
27/09/2020;AL;Penedo;city;1425;14;False;63846;2706703;223.193.309;0.0098
26/09/2020;AL;Penedo;city;1402;14;False;63846;2706703;219.590.891;0.01
25/09/2020;AL;Penedo;city;1399;14;False;63846;2706703;21.912.101;0.01
24/09/2020;AL;Penedo;city;1398;14;False;63846;2706703;218.964.383;0.01
23/09/2020;AL;Penedo;city;1395;13;False;63846;2706703;218.494.502;0.0093
22/09/2020;AL;Penedo;city;1331;13;False;63846;2706703;208.470.382;0.0098
21/09/2020;AL;Penedo;city;1323;13;False;63846;2706703;207.217.367;0.0098
20/09/2020;AL;Penedo;city;1323;13;False;63846;2706703;207.217.367;0.0098
19/09/2020;AL;Penedo;city;1323;13;False;63846;2706703;207.217.367;0.0098
18/09/2020;AL;Penedo;city;1323;13;False;63846;2706703;207.217.367;0.0098
17/09/2020;AL;Penedo;city;1308;13;False;63846;2706703;204.867.964;0.0099
16/09/2020;AL;Penedo;city;1308;13;False;63846;2706703;204.867.964;0.0099
15/09/2020;AL;Penedo;city;1288;13;False;63846;2706703;201.735.426;0.0101
14/09/2020;AL;Penedo;city;1286;13;False;63846;2706703;201.422.172;0.0101
13/09/2020;AL;Penedo;city;1286;13;False;63846;2706703;201.422.172;0.0101
12/09/2020;AL;Penedo;city;1286;13;False;63846;2706703;201.422.172;0.0101
11/09/2020;AL;Penedo;city;1282;13;False;63846;2706703;200.795.665;0.0101
10/09/2020;AL;Penedo;city;1271;13;False;63846;2706703;199.072.769;0.0102
09/09/2020;AL;Penedo;city;1253;13;False;63846;2706703;196.253.485;0.0104
08/09/2020;AL;Penedo;city;1253;13;False;63846;2706703;196.253.485;0.0104
07/09/2020;AL;Penedo;city;1253;13;False;63846;2706703;196.253.485;0.0104
06/09/2020;AL;Penedo;city;1253;13;False;63846;2706703;196.253.485;0.0104
05/09/2020;AL;Penedo;city;1252;13;False;63846;2706703;196.096.858;0.0104
04/09/2020;AL;Penedo;city;1229;13;False;63846;2706703;19.249.444;0.0106
03/09/2020;AL;Penedo;city;1221;13;False;63846;2706703;191.241.425;0.0106
02/09/2020;AL;Penedo;city;1213;13;False;63846;2706703;18.998.841;0.0107
01/09/2020;AL;Penedo;city;1209;13;False;63846;2706703;189.361.902;0.0108
31/08/2020;AL;Penedo;city;1199;13;False;63846;2706703;187.795.633;0.0108
30/08/2020;AL;Penedo;city;1196;13;False;63846;2706703;187.325.753;0.0109
29/08/2020;AL;Penedo;city;1196;13;False;63846;2706703;187.325.753;0.0109
28/08/2020;AL;Penedo;city;1193;13;False;63846;2706703;186.855.872;0.0109
27/08/2020;AL;Penedo;city;1192;13;False;63846;2706703;186.699.245;0.0109
26/08/2020;AL;Penedo;city;1178;13;False;63846;2706703;184.506.469;0.011
25/08/2020;AL;Penedo;city;1151;13;False;63846;2706703;180.277.543;0.0113
24/08/2020;AL;Penedo;city;1147;13;False;63846;2706703;179.651.035;0.0113
23/08/2020;AL;Penedo;city;1032;13;False;63846;2706703;161.638.944;0.0126
22/08/2020;AL;Penedo;city;1032;13;False;63846;2706703;161.638.944;0.0126
21/08/2020;AL;Penedo;city;969;13;False;63846;2706703;15.177.145;0.0134
20/08/2020;AL;Penedo;city;969;13;False;63846;2706703;15.177.145;0.0134
19/08/2020;AL;Penedo;city;965;12;False;63846;2706703;151.144.943;0.0124
18/08/2020;AL;Penedo;city;954;12;False;63846;2706703;149.422.047;0.0126
17/08/2020;AL;Penedo;city;944;12;False;63846;2706703;147.855.778;0.0127
16/08/2020;AL;Penedo;city;913;12;False;63846;2706703;143.000.345;0.0131
15/08/2020;AL;Penedo;city;885;12;False;63846;2706703;138.614.792;0.0136
14/08/2020;AL;Penedo;city;867;12;False;63846;2706703;135.795.508;0.0138
13/08/2020;AL;Penedo;city;859;12;False;63846;2706703;134.542.493;0.014
12/08/2020;AL;Penedo;city;818;12;False;63846;2706703;128.120.791;0.0147
11/08/2020;AL;Penedo;city;788;12;False;63846;2706703;123.421.984;0.0152
10/08/2020;AL;Penedo;city;781;11;False;63846;2706703;122.325.596;0.0141
09/08/2020;AL;Penedo;city;781;11;False;63846;2706703;122.325.596;0.0141
08/08/2020;AL;Penedo;city;779;11;False;63846;2706703;122.012.342;0.0141
07/08/2020;AL;Penedo;city;773;11;False;63846;2706703;121.072.581;0.0142
06/08/2020;AL;Penedo;city;767;11;False;63846;2706703;12.013.282;0.0143
05/08/2020;AL;Penedo;city;762;11;False;63846;2706703;119.349.685;0.0144
04/08/2020;AL;Penedo;city;752;11;False;63846;2706703;117.783.416;0.0146
03/08/2020;AL;Penedo;city;750;11;False;63846;2706703;117.470.163;0.0147
02/08/2020;AL;Penedo;city;722;11;False;63846;2706703;11.308.461;0.0152
01/08/2020;AL;Penedo;city;689;11;False;63846;2706703;107.915.923;0.016
31/07/2020;AL;Penedo;city;680;11;False;63846;2706703;106.506.281;0.0162
30/07/2020;AL;Penedo;city;670;11;False;63846;2706703;104.940.012;0.0164
29/07/2020;AL;Penedo;city;659;10;False;63846;2706703;103.217.116;0.0152
28/07/2020;AL;Penedo;city;645;10;False;63846;2706703;10.102.434;0.0155
27/07/2020;AL;Penedo;city;543;10;False;63846;2706703;85.048.398;0.0184
26/07/2020;AL;Penedo;city;473;10;False;63846;2706703;74.084.516;0.0211
25/07/2020;AL;Penedo;city;470;9;False;63846;2706703;73.614.635;0.0191
24/07/2020;AL;Penedo;city;466;9;False;63846;2706703;72.988.128;0.0193
23/07/2020;AL;Penedo;city;448;9;False;63846;2706703;70.168.844;0.0201
22/07/2020;AL;Penedo;city;442;9;False;63846;2706703;69.229.082;0.0204
21/07/2020;AL;Penedo;city;440;9;False;63846;2706703;68.915.829;0.0205
20/07/2020;AL;Penedo;city;436;9;False;63846;2706703;68.289.321;0.0206
19/07/2020;AL;Penedo;city;436;9;False;63846;2706703;68.289.321;0.0206
18/07/2020;AL;Penedo;city;435;9;False;63846;2706703;68.132.694;0.0207
17/07/2020;AL;Penedo;city;430;8;False;63846;2706703;6.734.956;0.0186
16/07/2020;AL;Penedo;city;425;7;False;63846;2706703;66.566.425;0.0165
15/07/2020;AL;Penedo;city;256;7;False;63846;2706703;40.096.482;0.0273
14/07/2020;AL;Penedo;city;217;7;False;63846;2706703;33.988.034;0.0323
13/07/2020;AL;Penedo;city;216;7;False;63846;2706703;33.831.407;0.0324
12/07/2020;AL;Penedo;city;212;7;False;63846;2706703;33.204.899;0.033
11/07/2020;AL;Penedo;city;211;6;False;63846;2706703;33.048.272;0.0284
10/07/2020;AL;Penedo;city;211;6;False;63846;2706703;33.048.272;0.0284
09/07/2020;AL;Penedo;city;208;5;False;63846;2706703;32.578.392;0.024
08/07/2020;AL;Penedo;city;183;5;False;63846;2706703;2.866.272;0.0273
07/07/2020;AL;Penedo;city;176;5;False;63846;2706703;27.566.331;0.0284
06/07/2020;AL;Penedo;city;174;4;False;63846;2706703;27.253.078;0.023
05/07/2020;AL;Penedo;city;171;4;False;63846;2706703;26.783.197;0.0234
04/07/2020;AL;Penedo;city;171;4;False;63846;2706703;26.783.197;0.0234
03/07/2020;AL;Penedo;city;169;4;False;63846;2706703;26.469.943;0.0237
02/07/2020;AL;Penedo;city;169;4;False;63846;2706703;26.469.943;0.0237
01/07/2020;AL;Penedo;city;162;4;False;63846;2706703;25.373.555;0.0247
30/06/2020;AL;Penedo;city;159;4;False;63846;2706703;24.903.674;0.0252
29/06/2020;AL;Penedo;city;156;4;False;63846;2706703;24.433.794;0.0256
28/06/2020;AL;Penedo;city;156;4;False;63846;2706703;24.433.794;0.0256
27/06/2020;AL;Penedo;city;156;4;False;63846;2706703;24.433.794;0.0256
26/06/2020;AL;Penedo;city;156;4;False;63846;2706703;24.433.794;0.0256
25/06/2020;AL;Penedo;city;154;4;False;63846;2706703;2.412.054;0.026
24/06/2020;AL;Penedo;city;143;4;False;63846;2706703;22.397.644;0.028
23/06/2020;AL;Penedo;city;142;4;False;63846;2706703;22.241.017;0.0282
22/06/2020;AL;Penedo;city;138;4;False;63846;2706703;2.161.451;0.029
21/06/2020;AL;Penedo;city;138;4;False;63846;2706703;2.161.451;0.029
20/06/2020;AL;Penedo;city;138;4;False;63846;2706703;2.161.451;0.029
19/06/2020;AL;Penedo;city;135;4;False;63846;2706703;21.144.629;0.0296
18/06/2020;AL;Penedo;city;135;4;False;63846;2706703;21.144.629;0.0296
17/06/2020;AL;Penedo;city;125;4;False;63846;2706703;1.957.836;0.032
16/06/2020;AL;Penedo;city;124;4;False;63846;2706703;19.421.734;0.0323
15/06/2020;AL;Penedo;city;123;4;False;63846;2706703;19.265.107;0.0325
14/06/2020;AL;Penedo;city;123;4;False;63846;2706703;19.265.107;0.0325
13/06/2020;AL;Penedo;city;121;4;False;63846;2706703;18.951.853;0.0331
12/06/2020;AL;Penedo;city;86;3;False;63846;2706703;13.469.912;0.0349
11/06/2020;AL;Penedo;city;86;3;False;63846;2706703;13.469.912;0.0349
10/06/2020;AL;Penedo;city;63;3;False;63846;2706703;9.867.494;0.0476
09/06/2020;AL;Penedo;city;62;3;False;63846;2706703;9.710.867;0.0484
08/06/2020;AL;Penedo;city;61;3;False;63846;2706703;955.424;0.0492
07/06/2020;AL;Penedo;city;61;3;False;63846;2706703;955.424;0.0492
06/06/2020;AL;Penedo;city;56;2;False;63846;2706703;8.771.105;0.0357
05/06/2020;AL;Penedo;city;51;2;False;63846;2706703;7.987.971;0.0392
04/06/2020;AL;Penedo;city;47;2;False;63846;2706703;7.361.464;0.0426
03/06/2020;AL;Penedo;city;45;2;False;63846;2706703;704.821;0.0444
02/06/2020;AL;Penedo;city;44;2;False;63846;2706703;6.891.583;0.0455
01/06/2020;AL;Penedo;city;34;2;False;63846;2706703;5.325.314;0.0588
31/05/2020;AL;Penedo;city;34;2;False;63846;2706703;5.325.314;0.0588
30/05/2020;AL;Penedo;city;34;2;False;63846;2706703;5.325.314;0.0588
29/05/2020;AL;Penedo;city;26;2;False;63846;2706703;4.072.299;0.0769
28/05/2020;AL;Penedo;city;26;2;False;63846;2706703;4.072.299;0.0769
27/05/2020;AL;Penedo;city;23;2;False;63846;2706703;3.602.418;0.087
26/05/2020;AL;Penedo;city;23;2;False;63846;2706703;3.602.418;0.087
25/05/2020;AL;Penedo;city;20;2;False;63846;2706703;3.132.538;0.1
24/05/2020;AL;Penedo;city;18;2;False;63846;2706703;2.819.284;0.1111
23/05/2020;AL;Penedo;city;18;2;False;63846;2706703;2.819.284;0.1111
22/05/2020;AL;Penedo;city;13;2;False;63846;2706703;2.036.149;0.1538
21/05/2020;AL;Penedo;city;13;2;False;63846;2706703;2.036.149;0.1538
20/05/2020;AL;Penedo;city;13;2;False;63846;2706703;2.036.149;0.1538
19/05/2020;AL;Penedo;city;13;2;False;63846;2706703;2.036.149;0.1538
18/05/2020;AL;Penedo;city;13;2;False;63846;2706703;2.036.149;0.1538
17/05/2020;AL;Penedo;city;13;2;False;63846;2706703;2.036.149;0.1538
16/05/2020;AL;Penedo;city;11;2;False;63846;2706703;1.722.896;0.1818
15/05/2020;AL;Penedo;city;7;2;False;63846;2706703;1.096.388;0.2857
14/05/2020;AL;Penedo;city;7;2;False;63846;2706703;1.096.388;0.2857
13/05/2020;AL;Penedo;city;7;2;False;63846;2706703;1.096.388;0.2857
12/05/2020;AL;Penedo;city;6;1;False;63846;2706703;939.761;0.1667
11/05/2020;AL;Penedo;city;5;1;False;63846;2706703;783.134;0.2
10/05/2020;AL;Penedo;city;5;1;False;63846;2706703;783.134;0.2
09/05/2020;AL;Penedo;city;4;0;False;63846;2706703;626.508;0.0
08/05/2020;AL;Penedo;city;4;0;False;63846;2706703;626.508;0.0
07/05/2020;AL;Penedo;city;4;0;False;63846;2706703;626.508;0.0
06/05/2020;AL;Penedo;city;4;0;False;63846;2706703;626.508;0.0
05/05/2020;AL;Penedo;city;3;0;False;63846;2706703;469.881;0.0
04/05/2020;AL;Penedo;city;2;0;False;63846;2706703;313.254;0.0
03/05/2020;AL;Penedo;city;1;0;False;63846;2706703;156.627;0.0
02/05/2020;AL;Penedo;city;1;0;False;63846;2706703;156.627;0.0
01/05/2020;AL;Penedo;city;1;0;False;63846;2706703;156.627;0.0
30/04/2020;AL;Penedo;city;1;0;False;63846;2706703;156.627;0.0
29/04/2020;AL;Penedo;city;1;0;False;63846;2706703;156.627;0.0
28/04/2020;AL;Penedo;city;1;0;False;63846;2706703;156.627;0.0
